ID_AREAS_PRIORITARIAS_SBN_2022;AREA_M2;EXP_ALAG;EXP_DESL;EXP_INUN;EXP_ONDA;VUL_ALAG;VUL_DESL;VUL_INUN;VUL_ONDA;AC_ALAG;AC_DESL;AC_INUN;AC_ONDA;CON_AMB;CON_ANT;CON_TOT;SBN_ALAG;SBN_DESL;SBN_INUN;SBN_ONDA;GEOMETRIA
1530;113451.36;1.65;0.0;0.0;3.25;2.9;;;3.3;2.28;;;3.28;1.25;0.0;0.63;1.45;;;1.95;MULTIPOLYGON (((604502.91 7802237.45, 604614.62 7802410.70, 604513.12 7802591.63, 604299.91 7802599.32, 604188.20 7802426.08, 604289.70 7802245.14, 604502.91 7802237.45)))
1531;113452.3;1.15;0.0;0.36;2.9;1.6;;1.78;2.0;1.38;;1.07;2.45;1.25;1.67;1.46;1.42;;1.27;1.96;MULTIPOLYGON (((605142.54 7802214.38, 605254.26 7802387.63, 605152.77 7802568.57, 604939.55 7802576.26, 604827.83 7802403.01, 604929.33 7802222.07, 605142.54 7802214.38)))
1532;113427.59;0.0;0.0;0.24;3.7;;;2.57;2.2;0.0;;1.4;2.95;2.5;0.0;1.25;0.0;;1.33;2.1;MULTIPOLYGON (((604137.15 7800655.31, 604248.86 7800828.53, 604147.36 7801009.44, 603934.16 7801017.13, 603822.46 7800843.91, 603923.96 7800663.00, 604137.15 7800655.31)))
1533;113429.71;1.55;0.0;0.0;3.55;2.25;;;2.5;1.9;;;3.03;1.25;1.67;1.46;1.68;;;2.25;MULTIPOLYGON (((603822.46 7800843.91, 603934.16 7801017.13, 603832.67 7801198.05, 603619.47 7801205.74, 603507.77 7801032.51, 603609.27 7800851.60, 603822.46 7800843.91)))
1534;113430.65;0.0;0.0;0.0;1.55;;;;1.5;0.0;;;1.53;0.0;0.0;0.0;0.0;;;0.77;MULTIPOLYGON (((604462.05 7800820.84, 604573.76 7800994.06, 604472.27 7801174.97, 604259.07 7801182.67, 604147.36 7801009.44, 604248.86 7800828.53, 604462.05 7800820.84)))
1535;113432.77;0.0;0.0;0.0;3.3;;;;2.15;0.0;;;2.72;1.25;0.0;0.63;0.0;;;1.68;MULTIPOLYGON (((604147.36 7801009.44, 604259.07 7801182.67, 604157.57 7801363.58, 603944.37 7801371.27, 603832.67 7801198.05, 603934.16 7801017.13, 604147.36 7801009.44)))
1536;113422.41;0.9;0.0;0.0;3.4;1.85;;;2.4;1.38;;;2.9;2.5;1.67;2.09;1.74;;;2.5;MULTIPOLYGON (((604126.94 7800301.19, 604238.65 7800474.40, 604137.15 7800655.31, 603923.96 7800663.00, 603812.26 7800489.78, 603913.75 7800308.88, 604126.94 7800301.19)))
1537;113424.53;1.5;0.0;0.0;3.65;2.3;;;2.55;1.9;;;3.1;1.25;1.67;1.46;1.68;;;2.28;MULTIPOLYGON (((603812.26 7800489.78, 603923.96 7800663.00, 603822.46 7800843.91, 603609.27 7800851.60, 603497.57 7800678.38, 603599.07 7800497.48, 603812.26 7800489.78)))
1538;113425.47;0.0;0.0;0.0;3.05;;;;2.4;0.0;;;2.72;2.5;0.0;1.25;0.0;;;1.99;MULTIPOLYGON (((604451.84 7800466.71, 604563.54 7800639.93, 604462.05 7800820.84, 604248.86 7800828.53, 604137.15 7800655.31, 604238.65 7800474.40, 604451.84 7800466.71)))
1539;113437.0;1.55;0.0;0.0;3.55;2.65;;;2.35;2.1;;;2.95;1.25;0.0;0.63;1.37;;;1.79;MULTIPOLYGON (((603517.97 7801386.66, 603629.67 7801559.89, 603528.17 7801740.81, 603314.96 7801748.50, 603203.27 7801575.27, 603304.77 7801394.35, 603517.97 7801386.66)))
1540;113439.12;0.7;0.0;0.0;2.9;1.0;;;0.95;0.85;;;1.92;2.5;0.0;1.25;1.05;;;1.59;MULTIPOLYGON (((603203.27 7801575.27, 603314.96 7801748.50, 603213.46 7801929.42, 603000.26 7801937.11, 602888.56 7801763.88, 602990.07 7801582.96, 603203.27 7801575.27)))
1541;113440.06;1.35;0.0;0.0;3.5;2.65;;;2.35;2.0;;;2.93;1.25;0.0;0.63;1.32;;;1.78;MULTIPOLYGON (((603842.87 7801552.19, 603954.58 7801725.43, 603853.08 7801906.35, 603639.87 7801914.04, 603528.17 7801740.81, 603629.67 7801559.89, 603842.87 7801552.19)))
1542;113442.18;1.1;0.0;0.0;3.05;3.2;;;2.7;2.15;;;2.88;2.5;1.67;2.09;2.12;;;2.49;MULTIPOLYGON (((603528.17 7801740.81, 603639.87 7801914.04, 603538.37 7802094.97, 603325.16 7802102.66, 603213.46 7801929.42, 603314.96 7801748.50, 603528.17 7801740.81)))
1685;113409.92;1.25;0.0;0.0;3.9;1.15;;;2.15;1.2;;;3.03;1.25;0.0;0.63;0.92;;;1.83;MULTIPOLYGON (((604421.20 7799404.39, 604532.90 7799577.59, 604431.41 7799758.49, 604218.22 7799766.18, 604106.53 7799592.98, 604208.01 7799412.09, 604421.20 7799404.39)))
1686;113399.56;1.55;0.0;0.0;3.4;1.5;;;2.6;1.53;;;3.0;2.5;1.67;2.09;1.81;;;2.55;MULTIPOLYGON (((604400.77 7798696.24, 604512.47 7798869.42, 604410.98 7799050.31, 604197.80 7799058.00, 604086.11 7798884.81, 604187.59 7798703.93, 604400.77 7798696.24)))
1687;113401.68;1.35;0.0;0.0;3.55;1.75;;;2.75;1.55;;;3.15;1.25;1.67;1.46;1.51;;;2.3;MULTIPOLYGON (((604086.11 7798884.81, 604197.80 7799058.00, 604096.32 7799238.89, 603883.14 7799246.58, 603771.44 7799073.39, 603872.93 7798892.50, 604086.11 7798884.81)))
1688;113402.62;1.45;0.0;0.0;4.0;1.2;;;2.25;1.33;;;3.13;0.0;0.0;0.0;0.67;;;1.57;MULTIPOLYGON (((604725.65 7798861.73, 604837.35 7799034.92, 604735.87 7799215.81, 604522.68 7799223.50, 604410.98 7799050.31, 604512.47 7798869.42, 604725.65 7798861.73)))
1689;113414.17;0.95;0.0;0.06;3.5;2.0;;1.32;3.4;1.48;;0.69;3.45;2.5;1.67;2.09;1.79;;1.39;2.77;MULTIPOLYGON (((603791.85 7799781.57, 603903.55 7799954.77, 603802.06 7800135.67, 603588.87 7800143.36, 603477.17 7799970.15, 603578.67 7799789.26, 603791.85 7799781.57)))
1690;113416.28;1.65;0.0;0.0;3.45;2.8;;;3.4;2.22;;;3.43;0.0;0.0;0.0;1.11;;;1.72;MULTIPOLYGON (((603477.17 7799970.15, 603588.87 7800143.36, 603487.37 7800324.26, 603274.18 7800331.96, 603162.49 7800158.75, 603263.99 7799977.85, 603477.17 7799970.15)))
1691;113417.23;1.35;0.0;0.0;3.85;1.2;;;2.3;1.27;;;3.08;2.5;0.0;1.25;1.26;;;2.17;MULTIPOLYGON (((604116.74 7799947.08, 604228.44 7800120.29, 604126.94 7800301.19, 603913.75 7800308.88, 603802.06 7800135.67, 603903.55 7799954.77, 604116.74 7799947.08)))
1692;113419.35;1.3;0.0;0.0;3.45;1.35;;;2.75;1.33;;;3.1;2.5;1.67;2.09;1.71;;;2.6;MULTIPOLYGON (((603802.06 7800135.67, 603913.75 7800308.88, 603812.26 7800489.78, 603599.07 7800497.48, 603487.37 7800324.26, 603588.87 7800143.36, 603802.06 7800135.67)))
1693;113408.98;1.45;0.0;0.0;3.55;1.8;;;3.1;1.63;;;3.33;2.5;1.67;2.09;1.86;;;2.71;MULTIPOLYGON (((603781.65 7799427.47, 603893.34 7799600.67, 603791.85 7799781.57, 603578.67 7799789.26, 603466.97 7799616.06, 603568.46 7799435.16, 603781.65 7799427.47)))
1694;113411.1;1.45;0.0;0.25;3.5;3.05;;2.82;3.3;2.25;;1.54;3.4;1.25;1.67;1.46;1.86;;1.5;2.43;MULTIPOLYGON (((603466.97 7799616.06, 603578.67 7799789.26, 603477.17 7799970.15, 603263.99 7799977.85, 603152.30 7799804.64, 603253.79 7799623.75, 603466.97 7799616.06)))
1695;113412.05;1.55;0.0;0.0;3.85;1.35;;;2.5;1.45;;;3.18;1.25;1.67;1.46;1.46;;;2.32;MULTIPOLYGON (((604106.53 7799592.98, 604218.22 7799766.18, 604116.74 7799947.08, 603903.55 7799954.77, 603791.85 7799781.57, 603893.34 7799600.67, 604106.53 7799592.98)))
1696;113408.74;0.45;0.0;0.0;2.9;1.25;;;2.2;0.85;;;2.55;1.25;1.67;1.46;1.16;;;2.01;MULTIPOLYGON (((605375.42 7799192.73, 605487.13 7799365.93, 605385.65 7799546.82, 605172.46 7799554.51, 605060.75 7799381.31, 605162.23 7799200.42, 605375.42 7799192.73)))
1697;113410.86;0.95;0.0;0.0;2.5;1.3;;;2.55;1.13;;;2.53;0.0;0.0;0.0;0.56;;;1.26;MULTIPOLYGON (((605060.75 7799381.31, 605172.46 7799554.51, 605070.98 7799735.41, 604857.79 7799743.10, 604746.08 7799569.90, 604847.57 7799389.01, 605060.75 7799381.31)))
1698;113411.79;1.25;0.0;0.0;3.25;2.1;;;3.3;1.68;;;3.28;2.5;0.0;1.25;1.47;;;2.26;MULTIPOLYGON (((605700.31 7799358.23, 605812.03 7799531.44, 605710.55 7799712.33, 605497.36 7799720.02, 605385.65 7799546.82, 605487.13 7799365.93, 605700.31 7799358.23)))
1699;113413.92;0.85;0.0;0.0;2.9;1.55;;;2.75;1.2;;;2.83;1.25;0.0;0.63;0.92;;;1.73;MULTIPOLYGON (((605385.65 7799546.82, 605497.36 7799720.02, 605395.88 7799900.92, 605182.68 7799908.62, 605070.98 7799735.41, 605172.46 7799554.51, 605385.65 7799546.82)))
1700;113403.55;1.1;0.0;0.0;3.65;1.5;;;2.5;1.3;;;3.08;1.25;0.0;0.63;0.97;;;1.86;MULTIPOLYGON (((605365.19 7798838.65, 605476.90 7799011.84, 605375.42 7799192.73, 605162.23 7799200.42, 605050.53 7799027.23, 605152.01 7798846.34, 605365.19 7798838.65)))
1701;113405.68;0.9;0.0;0.0;3.7;1.35;;;2.25;1.13;;;2.98;1.25;1.67;1.46;1.3;;;2.22;MULTIPOLYGON (((605050.53 7799027.23, 605162.23 7799200.42, 605060.75 7799381.31, 604847.57 7799389.01, 604735.87 7799215.81, 604837.35 7799034.92, 605050.53 7799027.23)))
1702;113406.61;0.65;0.0;0.0;2.95;1.65;;;2.6;1.15;;;2.78;1.25;1.67;1.46;1.31;;;2.12;MULTIPOLYGON (((605690.08 7799004.15, 605801.79 7799177.34, 605700.31 7799358.23, 605487.13 7799365.93, 605375.42 7799192.73, 605476.90 7799011.84, 605690.08 7799004.15)))
1703;113418.17;0.0;0.0;0.0;2.95;;;;2.35;0.0;;;2.65;1.25;0.0;0.63;0.0;;;1.64;MULTIPOLYGON (((604756.30 7799924.00, 604868.01 7800097.21, 604766.52 7800278.11, 604553.33 7800285.80, 604441.63 7800112.59, 604543.11 7799931.69, 604756.30 7799924.00)))
1704;113420.29;1.8;0.0;0.0;3.55;1.25;;;2.35;1.53;;;2.95;0.0;0.0;0.0;0.77;;;1.48;MULTIPOLYGON (((604441.63 7800112.59, 604553.33 7800285.80, 604451.84 7800466.71, 604238.65 7800474.40, 604126.94 7800301.19, 604228.44 7800120.29, 604441.63 7800112.59)))
1705;113421.22;1.65;0.0;0.0;2.75;1.95;;;2.5;1.8;;;2.63;1.25;1.67;1.46;1.63;;;2.05;MULTIPOLYGON (((605081.20 7800089.52, 605192.91 7800262.73, 605091.42 7800443.63, 604878.23 7800451.33, 604766.52 7800278.11, 604868.01 7800097.21, 605081.20 7800089.52)))
1706;113423.35;0.0;0.0;0.0;3.15;;;;2.4;0.0;;;2.78;1.25;0.0;0.63;0.0;;;1.7;MULTIPOLYGON (((604766.52 7800278.11, 604878.23 7800451.33, 604776.74 7800632.23, 604563.54 7800639.93, 604451.84 7800466.71, 604553.33 7800285.80, 604766.52 7800278.11)))
1707;113412.98;1.35;0.0;0.0;2.95;1.2;;;2.4;1.27;;;2.68;1.25;1.67;1.46;1.37;;;2.07;MULTIPOLYGON (((604746.08 7799569.90, 604857.79 7799743.10, 604756.30 7799924.00, 604543.11 7799931.69, 604431.41 7799758.49, 604532.90 7799577.59, 604746.08 7799569.90)))
1708;113415.11;1.6;0.0;0.0;3.7;1.2;;;2.25;1.4;;;2.98;1.25;0.0;0.63;1.01;;;1.81;MULTIPOLYGON (((604431.41 7799758.49, 604543.11 7799931.69, 604441.63 7800112.59, 604228.44 7800120.29, 604116.74 7799947.08, 604218.22 7799766.18, 604431.41 7799758.49)))
1543;113431.82;1.45;0.0;0.0;3.05;2.1;;;2.4;1.78;;;2.72;1.25;0.0;0.63;1.21;;;1.68;MULTIPOLYGON (((603507.77 7801032.51, 603619.47 7801205.74, 603517.97 7801386.66, 603304.77 7801394.35, 603193.07 7801221.12, 603294.57 7801040.21, 603507.77 7801032.51)))
1544;113434.89;1.45;0.0;0.0;3.25;2.55;;;2.45;2.0;;;2.85;1.25;1.67;1.46;1.73;;;2.16;MULTIPOLYGON (((603832.67 7801198.05, 603944.37 7801371.27, 603842.87 7801552.19, 603629.67 7801559.89, 603517.97 7801386.66, 603619.47 7801205.74, 603832.67 7801198.05)))
1545;113431.58;0.0;0.0;0.0;2.45;;;;1.95;0.0;;;2.2;1.25;0.0;0.63;0.0;;;1.42;MULTIPOLYGON (((605101.65 7800797.76, 605213.36 7800970.98, 605111.87 7801151.90, 604898.67 7801159.59, 604786.96 7800986.37, 604888.45 7800805.45, 605101.65 7800797.76)))
1546;113433.71;0.0;0.0;0.0;2.3;;;;1.8;0.0;;;2.05;1.25;0.0;0.63;0.0;;;1.34;MULTIPOLYGON (((604786.96 7800986.37, 604898.67 7801159.59, 604797.18 7801340.51, 604583.98 7801348.20, 604472.27 7801174.97, 604573.76 7800994.06, 604786.96 7800986.37)))
1547;113434.64;0.0;0.07;0.0;3.2;;2.0;;1.7;0.0;1.03;;2.45;1.25;0.0;0.63;0.0;0.83;;1.54;MULTIPOLYGON (((605426.56 7800963.29, 605538.28 7801136.52, 605436.79 7801317.44, 605223.59 7801325.13, 605111.87 7801151.90, 605213.36 7800970.98, 605426.56 7800963.29)))
1548;113436.76;1.6;0.0;0.0;2.75;1.1;;;2.05;1.35;;;2.4;1.25;0.0;0.63;0.99;;;1.52;MULTIPOLYGON (((605111.87 7801151.90, 605223.59 7801325.13, 605122.10 7801506.05, 604908.89 7801513.74, 604797.18 7801340.51, 604898.67 7801159.59, 605111.87 7801151.90)))
1549;113426.4;0.0;0.0;0.0;2.35;;;;2.5;0.0;;;2.42;0.0;0.0;0.0;0.0;;;1.21;MULTIPOLYGON (((605091.42 7800443.63, 605203.14 7800616.85, 605101.65 7800797.76, 604888.45 7800805.45, 604776.74 7800632.23, 604878.23 7800451.33, 605091.42 7800443.63)))
1550;113428.53;0.0;0.0;0.0;1.4;;;;1.35;0.0;;;1.38;0.0;0.0;0.0;0.0;;;0.69;MULTIPOLYGON (((604776.74 7800632.23, 604888.45 7800805.45, 604786.96 7800986.37, 604573.76 7800994.06, 604462.05 7800820.84, 604563.54 7800639.93, 604776.74 7800632.23)))
1551;113429.46;0.7;0.0;0.0;3.05;1.0;;;1.55;0.85;;;2.3;1.25;0.0;0.63;0.74;;;1.47;MULTIPOLYGON (((605416.33 7800609.16, 605528.05 7800782.38, 605426.56 7800963.29, 605213.36 7800970.98, 605101.65 7800797.76, 605203.14 7800616.85, 605416.33 7800609.16)))
1552;113447.49;1.95;0.0;0.0;3.65;1.95;;;3.05;1.95;;;3.35;1.25;1.67;1.46;1.71;;;2.41;MULTIPOLYGON (((608959.88 7801367.61, 609071.63 7801540.85, 608970.16 7801721.78, 608756.94 7801729.47, 608645.20 7801556.23, 608746.66 7801375.30, 608959.88 7801367.61)))
1553;113449.62;0.95;0.0;0.33;3.0;1.7;;1.33;2.45;1.33;;0.83;2.73;1.25;1.67;1.46;1.4;;1.15;2.09;MULTIPOLYGON (((608645.20 7801556.23, 608756.94 7801729.47, 608655.47 7801910.41, 608442.25 7801918.10, 608330.51 7801744.85, 608431.98 7801563.92, 608645.20 7801556.23)))
1554;113450.54;1.95;0.0;0.0;3.85;1.55;;;2.2;1.75;;;3.03;1.25;1.67;1.46;1.61;;;2.25;MULTIPOLYGON (((609284.84 7801533.16, 609396.60 7801706.40, 609295.13 7801887.33, 609081.91 7801895.02, 608970.16 7801721.78, 609071.63 7801540.85, 609284.84 7801533.16)))
1555;113452.67;1.3;0.0;0.0;2.95;1.65;;;2.3;1.48;;;2.63;1.25;0.0;0.63;1.06;;;1.63;MULTIPOLYGON (((608970.16 7801721.78, 609081.91 7801895.02, 608980.44 7802075.96, 608767.22 7802083.65, 608655.47 7801910.41, 608756.94 7801729.47, 608970.16 7801721.78)))
1556;113442.32;1.25;0.0;0.0;3.35;2.0;;;3.1;1.63;;;3.23;2.5;1.67;2.09;1.86;;;2.66;MULTIPOLYGON (((608949.60 7801013.46, 609061.34 7801186.69, 608959.88 7801367.61, 608746.66 7801375.30, 608634.92 7801202.07, 608736.38 7801021.15, 608949.60 7801013.46)))
1557;113444.45;1.2;0.0;0.19;2.35;1.8;;1.47;2.6;1.5;;0.83;2.48;1.25;1.67;1.46;1.48;;1.15;1.97;MULTIPOLYGON (((608634.92 7801202.07, 608746.66 7801375.30, 608645.20 7801556.23, 608431.98 7801563.92, 608320.24 7801390.69, 608421.71 7801209.76, 608634.92 7801202.07)))
1558;113445.36;1.25;0.0;0.0;3.65;1.8;;;2.4;1.53;;;3.03;1.25;0.0;0.63;1.08;;;1.83;MULTIPOLYGON (((609274.56 7801179.00, 609386.31 7801352.23, 609284.84 7801533.16, 609071.63 7801540.85, 608959.88 7801367.61, 609061.34 7801186.69, 609274.56 7801179.00)))
1559;113456.93;1.15;0.0;0.0;2.7;1.0;;;1.7;1.08;;;2.2;0.0;1.67;0.84;0.96;;;1.52;MULTIPOLYGON (((608340.78 7802099.03, 608452.53 7802272.28, 608351.05 7802453.22, 608137.83 7802460.91, 608026.09 7802287.66, 608127.56 7802106.72, 608340.78 7802099.03)))
1560;113459.06;1.4;0.0;0.0;2.5;1.1;;;1.65;1.25;;;2.08;0.0;1.67;0.84;1.05;;;1.46;MULTIPOLYGON (((608026.09 7802287.66, 608137.83 7802460.91, 608036.35 7802641.85, 607823.13 7802649.54, 607711.39 7802476.29, 607812.87 7802295.35, 608026.09 7802287.66)))
1561;113459.98;2.05;0.0;0.0;3.2;0.9;;;1.75;1.48;;;2.48;0.0;1.67;0.84;1.16;;;1.66;MULTIPOLYGON (((608665.75 7802264.59, 608777.50 7802437.84, 608676.03 7802618.78, 608462.80 7802626.47, 608351.05 7802453.22, 608452.53 7802272.28, 608665.75 7802264.59)))
1562;113462.11;2.2;0.0;0.0;2.95;1.0;;;1.75;1.6;;;2.35;0.0;1.67;0.84;1.22;;;1.6;MULTIPOLYGON (((608351.05 7802453.22, 608462.80 7802626.47, 608361.33 7802807.42, 608148.10 7802815.11, 608036.35 7802641.85, 608137.83 7802460.91, 608351.05 7802453.22)))
1563;113451.76;0.9;0.0;0.0;2.45;1.0;;;1.65;0.95;;;2.05;0.0;1.67;0.84;0.9;;;1.44;MULTIPOLYGON (((608330.51 7801744.85, 608442.25 7801918.10, 608340.78 7802099.03, 608127.56 7802106.72, 608015.82 7801933.48, 608117.29 7801752.54, 608330.51 7801744.85)))
1564;113453.88;1.85;0.0;0.0;2.6;1.35;;;1.6;1.6;;;2.1;0.0;1.67;0.84;1.22;;;1.47;MULTIPOLYGON (((608015.82 7801933.48, 608127.56 7802106.72, 608026.09 7802287.66, 607812.87 7802295.35, 607701.12 7802122.10, 607802.60 7801941.17, 608015.82 7801933.48)))
1565;113454.8;0.65;0.0;0.55;3.1;1.0;;1.17;1.65;0.83;;0.86;2.38;0.0;1.67;0.84;0.84;;0.85;1.61;MULTIPOLYGON (((608655.47 7801910.41, 608767.22 7802083.65, 608665.75 7802264.59, 608452.53 7802272.28, 608340.78 7802099.03, 608442.25 7801918.10, 608655.47 7801910.41)))
1566;113451.45;0.75;0.0;0.0;3.3;2.25;;;1.9;1.5;;;2.6;2.5;1.67;2.09;1.8;;;2.34;MULTIPOLYGON (((609924.50 7801510.09, 610036.26 7801683.33, 609934.79 7801864.26, 609721.57 7801871.95, 609609.82 7801698.71, 609711.28 7801517.78, 609924.50 7801510.09)))
1567;113453.59;1.65;0.0;0.0;3.75;1.35;;;1.8;1.5;;;2.78;2.5;3.33;2.92;2.21;;;2.85;MULTIPOLYGON (((609609.82 7801698.71, 609721.57 7801871.95, 609620.11 7802052.89, 609406.89 7802060.58, 609295.13 7801887.33, 609396.60 7801706.40, 609609.82 7801698.71)))
1568;113454.5;1.6;0.0;0.0;3.5;3.05;;;2.8;2.33;;;3.15;1.25;1.67;1.46;1.9;;;2.3;MULTIPOLYGON (((610249.48 7801675.63, 610361.24 7801848.88, 610259.78 7802029.82, 610046.56 7802037.51, 609934.79 7801864.26, 610036.26 7801683.33, 610249.48 7801675.63)))
1569;113456.63;1.3;0.0;0.0;3.15;1.65;;;2.3;1.48;;;2.72;2.5;1.67;2.09;1.79;;;2.41;MULTIPOLYGON (((609934.79 7801864.26, 610046.56 7802037.51, 609945.09 7802218.45, 609731.87 7802226.14, 609620.11 7802052.89, 609721.57 7801871.95, 609934.79 7801864.26)))
1570;113446.27;1.25;1.08;0.0;3.5;2.85;1.45;;2.65;2.05;1.27;;3.08;1.25;1.67;1.46;1.76;1.37;;2.27;MULTIPOLYGON (((609914.20 7801155.92, 610025.96 7801329.16, 609924.50 7801510.09, 609711.28 7801517.78, 609599.52 7801344.54, 609700.99 7801163.61, 609914.20 7801155.92)))
1571;113448.41;1.2;0.01;0.0;3.95;1.8;2.8;;2.15;1.5;1.4;;3.05;1.25;1.67;1.46;1.48;1.43;;2.26;MULTIPOLYGON (((609599.52 7801344.54, 609711.28 7801517.78, 609609.82 7801698.71, 609396.60 7801706.40, 609284.84 7801533.16, 609386.31 7801352.23, 609599.52 7801344.54)))
1572;113449.32;1.65;0.0;0.0;3.05;3.15;;;2.9;2.4;;;2.97;1.25;1.67;1.46;1.93;;;2.22;MULTIPOLYGON (((610239.18 7801321.46, 610350.94 7801494.70, 610249.48 7801675.63, 610036.26 7801683.33, 609924.50 7801510.09, 610025.96 7801329.16, 610239.18 7801321.46)))
1573;113460.89;0.65;0.0;0.0;3.7;1.35;;;1.95;1.0;;;2.83;1.25;1.67;1.46;1.23;;;2.15;MULTIPOLYGON (((609305.42 7802241.52, 609417.18 7802414.77, 609315.71 7802595.71, 609102.48 7802603.40, 608990.73 7802430.15, 609092.20 7802249.21, 609305.42 7802241.52)))
1574;113463.03;1.0;0.0;0.0;3.1;0.95;;;1.65;0.98;;;2.38;1.25;1.67;1.46;1.22;;;1.92;MULTIPOLYGON (((608990.73 7802430.15, 609102.48 7802603.40, 609001.01 7802784.35, 608787.78 7802792.04, 608676.03 7802618.78, 608777.50 7802437.84, 608990.73 7802430.15)))
1575;113463.94;0.0;0.0;0.0;3.2;;;;1.9;0.0;;;2.55;2.5;0.0;1.25;0.0;;;1.9;MULTIPOLYGON (((609630.40 7802407.08, 609742.16 7802580.33, 609640.69 7802761.28, 609427.46 7802768.97, 609315.71 7802595.71, 609417.18 7802414.77, 609630.40 7802407.08)))
1576;113466.07;0.0;0.0;0.0;3.0;;;;1.85;0.0;;;2.42;2.5;1.67;2.09;0.0;;;2.26;MULTIPOLYGON (((609315.71 7802595.71, 609427.46 7802768.97, 609325.99 7802949.92, 609112.76 7802957.61, 609001.01 7802784.35, 609102.48 7802603.40, 609315.71 7802595.71)))
1577;113455.72;1.9;0.0;0.0;3.35;1.55;;;2.15;1.73;;;2.75;1.25;1.67;1.46;1.6;;;2.11;MULTIPOLYGON (((609295.13 7801887.33, 609406.89 7802060.58, 609305.42 7802241.52, 609092.20 7802249.21, 608980.44 7802075.96, 609081.91 7801895.02, 609295.13 7801887.33)))
1578;113457.85;0.6;0.0;0.0;2.95;1.15;;;1.7;0.88;;;2.33;1.25;1.67;1.46;1.17;;;1.9;MULTIPOLYGON (((608980.44 7802075.96, 609092.20 7802249.21, 608990.73 7802430.15, 608777.50 7802437.84, 608665.75 7802264.59, 608767.22 7802083.65, 608980.44 7802075.96)))
1579;113458.76;1.25;0.0;0.0;3.15;1.4;;;1.85;1.33;;;2.5;1.25;0.0;0.63;0.98;;;1.57;MULTIPOLYGON (((609620.11 7802052.89, 609731.87 7802226.14, 609630.40 7802407.08, 609417.18 7802414.77, 609305.42 7802241.52, 609406.89 7802060.58, 609620.11 7802052.89)))
1580;113434.09;1.3;0.0;0.0;2.7;2.4;;;3.5;1.85;;;3.1;1.25;1.67;1.46;1.66;;;2.28;MULTIPOLYGON (((608614.36 7800493.78, 608726.10 7800667.00, 608624.64 7800847.92, 608411.43 7800855.61, 608299.69 7800682.39, 608401.16 7800501.47, 608614.36 7800493.78)))
1581;113436.22;1.15;0.0;0.0;3.55;2.8;;;2.75;1.98;;;3.15;1.25;0.0;0.63;1.31;;;1.89;MULTIPOLYGON (((608299.69 7800682.39, 608411.43 7800855.61, 608309.96 7801036.53, 608096.75 7801044.22, 607985.02 7800870.99, 608086.48 7800690.08, 608299.69 7800682.39)))
1582;113437.14;1.3;1.96;0.0;3.3;2.0;1.95;;3.5;1.65;1.96;;3.4;1.25;0.0;0.63;1.14;1.3;;2.02;MULTIPOLYGON (((608939.31 7800659.31, 609051.06 7800832.54, 608949.60 7801013.46, 608736.38 7801021.15, 608624.64 7800847.92, 608726.10 7800667.00, 608939.31 7800659.31)))
1583;113439.27;0.95;0.0;0.14;3.05;2.35;;1.58;3.3;1.65;;0.86;3.18;1.25;1.67;1.46;1.56;;1.16;2.32;MULTIPOLYGON (((608624.64 7800847.92, 608736.38 7801021.15, 608634.92 7801202.07, 608421.71 7801209.76, 608309.96 7801036.53, 608411.43 7800855.61, 608624.64 7800847.92)))
1584;113428.91;1.75;0.0;0.0;3.35;1.8;;;3.2;1.78;;;3.28;1.25;1.67;1.46;1.62;;;2.37;MULTIPOLYGON (((608604.08 7800139.65, 608715.83 7800312.87, 608614.36 7800493.78, 608401.16 7800501.47, 608289.42 7800328.25, 608390.88 7800147.34, 608604.08 7800139.65)))
1585;113431.04;1.4;0.0;0.0;3.4;3.8;;;3.7;2.6;;;3.55;2.5;1.67;2.09;2.34;;;2.82;MULTIPOLYGON (((608289.42 7800328.25, 608401.16 7800501.47, 608299.69 7800682.39, 608086.48 7800690.08, 607974.75 7800516.86, 608076.21 7800335.94, 608289.42 7800328.25)))
1586;113431.96;1.35;0.0;0.0;3.3;1.95;;;3.6;1.65;;;3.45;1.25;1.67;1.46;1.56;;;2.46;MULTIPOLYGON (((608929.03 7800305.17, 609040.77 7800478.39, 608939.31 7800659.31, 608726.10 7800667.00, 608614.36 7800493.78, 608715.83 7800312.87, 608929.03 7800305.17)))
1587;113443.53;1.2;0.0;0.0;1.5;2.05;;;1.6;1.63;;;1.55;0.0;0.0;0.0;0.82;;;0.78;MULTIPOLYGON (((607995.28 7801225.14, 608107.02 7801398.38, 608005.55 7801579.31, 607792.34 7801587.00, 607680.60 7801413.76, 607782.07 7801232.84, 607995.28 7801225.14)))
1588;113445.66;1.1;0.0;0.0;1.05;2.35;;;1.55;1.73;;;1.3;0.0;0.0;0.0;0.87;;;0.65;MULTIPOLYGON (((607680.60 7801413.76, 607792.34 7801587.00, 607690.86 7801767.93, 607477.65 7801775.62, 607365.91 7801602.38, 607467.39 7801421.45, 607680.60 7801413.76)))
1589;113446.58;0.6;0.0;0.27;2.25;1.15;;1.11;1.65;0.88;;0.69;1.95;0.0;0.0;0.0;0.44;;0.35;0.98;MULTIPOLYGON (((608320.24 7801390.69, 608431.98 7801563.92, 608330.51 7801744.85, 608117.29 7801752.54, 608005.55 7801579.31, 608107.02 7801398.38, 608320.24 7801390.69)))
